225.2,0.037,3.4,4064,50,0.41,Charger Hp Bram

225.2,0.036,3.2,4064,50,0.39,Charger Hp Bram

225.3,0.037,3.3,4064,50,0.4,Charger Hp Bram

225.3,0.037,3.2,4064,50,0.38,Charger Hp Bram

225.4,0.036,3.3,4064,50,0.41,Charger Hp Bram

225.2,0.036,3.3,4064,50,0.41,Charger Hp Bram

225.2,0.037,3.2,4064,50,0.38,Charger Hp Bram

225.3,0.036,3.3,4064,50,0.41,Charger Hp Bram

225.3,0.036,3.3,4064,50,0.41,Charger Hp Bram

225.1,0.036,3.2,4064,50,0.39,Charger Hp Bram

225.1,0.037,3.3,4064,50,0.4,Charger Hp Bram

225.4,0.035,3.2,4064,49.9,0.41,Charger Hp Bram

225.3,0.037,3.4,4064,49.9,0.41,Charger Hp Bram

225.3,0.035,3.2,4064,50,0.41,Charger Hp Bram

225.3,0.037,3.2,4064,50,0.38,Charger Hp Bram

225,0.036,3.2,4064,50,0.4,Charger Hp Bram

225,0.037,3.3,4064,50,0.4,Charger Hp Bram

224.9,0.036,3.2,4064,49.9,0.4,Charger Hp Bram

224.9,0.036,3.2,4064,49.9,0.4,Charger Hp Bram

224.8,0.036,3.3,4064,49.9,0.41,Charger Hp Bram

224.7,0.038,3.3,4064,49.9,0.39,Charger Hp Bram

224.9,0.038,3.2,4064,49.9,0.37,Charger Hp Bram

224.8,0.037,3.2,4064,49.9,0.38,Charger Hp Bram

225.1,0.038,3.2,4064,49.9,0.37,Charger Hp Bram

225,0.037,3.2,4064,49.9,0.38,Charger Hp Bram

224.9,0.039,3.4,4064,49.9,0.39,Charger Hp Bram

224.9,0.038,3.3,4064,49.9,0.39,Charger Hp Bram

224.8,0.038,3.3,4064,49.9,0.39,Charger Hp Bram

225,0.037,3.3,4064,49.9,0.4,Charger Hp Bram

225.1,0.051,4.8,4064,49.9,0.42,Charger Hp Bram

225.1,0.059,5.9,4064,50,0.44,Charger Hp Bram

225.1,0.05,4.7,4064,49.9,0.42,Charger Hp Bram

225.1,0.042,3.7,4064,50,0.39,Charger Hp Bram

225.2,0.053,5,4064,50,0.42,Charger Hp Bram

225.1,0.067,6.8,4064,50,0.45,Charger Hp Bram

225.3,0.064,6.8,4064,50,0.47,Charger Hp Bram

225.2,0.058,6,4064,50,0.46,Charger Hp Bram
225.3,0.058,5.9,4064,50,0.45,Charger Hp Bram
225.2,0.063,6.5,4064,50,0.46,Charger Hp Bram
225.2,0.056,5.5,4064,50,0.44,Charger Hp Bram
225.2,0.057,5.9,4064,50,0.46,Charger Hp Bram
225.2,0.051,5,4064,49.9,0.44,Charger Hp Bram
225.4,0.048,4.6,4064,50,0.43,Charger Hp Bram
225.5,0.044,4.3,4064,50,0.43,Charger Hp Bram
225.4,0.038,3.6,4064,50,0.42,Charger Hp Bram
225.3,0.055,5.4,4064,50,0.44,Charger Hp Bram
225.4,0.049,4.9,4064,50,0.44,Charger Hp Bram
225.6,0.04,3.8,4064,50,0.42,Charger Hp Bram
225.4,0.039,3.5,4064,50,0.4,Charger Hp Bram
225.6,0.044,4.1,4064,50,0.41,Charger Hp Bram
