227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.049,3.9,11849,50,0.35,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
227,0.126,11.4,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
226.9,0.12,10.9,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
227,0.116,10.6,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
226.8,0.112,10.2,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.11,10.1,11849,50,0.4,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.107,9.9,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.105,9.7,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227.1,0.103,9.6,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227,0.101,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.2,0.1,9.4,11849,50,0.41,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.1,0.098,9.3,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.097,9.2,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227.2,0.096,9.1,11849,50,0.42,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227,0.095,8.9,11849,50,0.41,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.2,0.094,8.9,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.1,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.2,0.093,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.092,8.8,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227.1,0.091,8.7,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.09,8.6,11849,50,0.42,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227.1,0.089,8.6,11849,50,0.43,Solder
227,0.089,8.5,11849,50,0.42,Solder
227,0.089,8.5,11849,50,0.42,Solder
227,0.089,8.5,11849,50,0.42,Solder
